Fecha;ETo(P.MON.);Precipit. efectiva(P.MON.);Horas insolacion;Veloc. viento diurna (*);Veloc. viento nocturna (*);Recorrido viento;Radiacion neta;Temp. media diurna;Hum. media diurna
dd/mm/aaaa;mm;mm;HH:mm;m/s;m/s;km/dia;MJ/m^2;ºC;%
11/06/2014;5.76;0.00;13.45;1.47;1.28;116.21;16.88;23.66;39.34;
12/06/2014;5.98;0.00;12.86;1.50;1.19;118.11;16.31;26.81;33.70;
13/06/2014;6.34;0.00;13.45;1.53;1.43;132.36;16.78;27.43;33.59;
14/06/2014;6.00;0.00;13.52;2.68;1.50;182.13;17.32;22.81;40.72;
15/06/2014;6.21;0.00;13.61;3.32;1.29;202.87;17.09;21.67;36.09;
16/06/2014;5.93;0.00;13.52;2.74;2.30;219.11;17.12;19.66;31.91;
17/06/2014;6.27;0.00;13.56;3.49;2.29;247.71;16.98;21.72;33.03;
18/06/2014;5.79;0.00;13.27;1.68;1.34;126.49;16.86;21.95;29.42;
19/06/2014;6.19;0.00;12.80;2.27;1.86;179.19;15.45;24.05;27.95;
20/06/2014;5.89;0.00;12.52;3.18;1.37;198.98;15.05;24.68;43.99;
21/06/2014;5.65;0.00;13.21;3.09;1.85;211.77;15.78;21.40;44.15;
22/06/2014;5.21;0.00;13.01;1.77;2.07;166.84;14.00;21.79;39.86;
23/06/2014;5.57;0.33;12.47;2.19;2.42;196.65;15.06;22.57;42.08;
24/06/2014;1.69;1.51;10.41;1.95;1.52;152.5;5.74;14.97;84.92;
25/06/2014;4.39;0.00;10.88;1.88;1.32;141.35;14.36;18.90;62.15;
26/06/2014;5.88;0.00;13.57;2.00;2.15;182.3;17.30;20.71;43.01;
27/06/2014;5.53;0.00;13.32;2.74;1.38;179.19;15.94;20.80;46.84;
28/06/2014;4.26;0.16;12.59;5.63;1.46;304.47;12.36;17.20;64.04;
29/06/2014;5.21;0.00;13.52;2.89;2.02;219.72;16.68;17.78;46.33;
30/06/2014;5.26;0.00;12.19;2.12;1.36;149.56;15.79;19.64;47.24;
01/07/2014;3.86;0.00;13.52;3.55;2.11;242.96;10.70;17.27;56.60;
02/07/2014;3.94;0.00;12.69;3.91;2.06;261.71;11.37;17.22;59.63;
03/07/2014;4.00;3.55;10.31;2.92;1.48;192.59;11.96;18.59;63.70;
04/07/2014;6.02;0.00;12.94;3.44;1.84;225.76;16.56;22.11;49.37;
05/07/2014;4.37;0.00;11.93;1.84;1.71;153.1;13.11;20.99;57.49;
06/07/2014;4.05;0.16;10.76;4.05;1.38;237.08;11.20;17.54;66.87;
07/07/2014;5.19;0.00;13.23;2.71;2.16;213.41;16.32;17.99;46.85;
08/07/2014;5.55;0.00;13.49;3.67;2.49;268.36;16.94;19.49;49.00;
09/07/2014;4.91;0.00;13.37;2.88;1.49;189.22;16.24;18.61;46.17;
10/07/2014;5.26;0.00;13.47;1.94;1.18;136.77;17.15;18.74;42.45;
11/07/2014;5.37;0.00;13.32;1.29;1.15;109.21;17.00;20.28;47.43;
12/07/2014;5.00;0.00;12.35;1.11;1.20;98.24;16.60;20.19;55.85;
13/07/2014;5.66;0.00;12.33;2.69;1.03;159.32;16.45;23.15;50.85;
14/07/2014;5.52;0.00;13.15;1.12;1.04;92.45;16.93;23.08;53.91;
15/07/2014;5.99;0.00;12.72;1.65;1.39;130.72;16.84;26.45;45.32;
16/07/2014;6.26;0.00;13.19;1.60;1.30;123.64;16.85;28.63;39.77;
17/07/2014;6.80;0.00;13.14;3.73;1.01;201.57;16.44;27.09;30.58;
18/07/2014;4.79;0.00;12.20;3.02;0.92;168.74;12.00;22.97;38.37;
19/07/2014;2.21;2.71;10.47;2.59;1.34;170.55;8.04;14.85;82.51;
20/07/2014;4.48;0.00;13.09;4.00;1.65;244.43;14.39;18.26;62.50;
21/07/2014;4.85;0.00;13.09;1.26;0.87;90.46;16.49;20.20;53.68;
22/07/2014;5.24;0.00;13.05;1.11;0.90;84.41;16.21;23.54;49.21;
23/07/2014;5.59;0.00;12.73;1.50;1.08;111.11;16.12;25.43;45.64;
24/07/2014;5.77;0.00;12.94;1.91;1.10;132.54;15.88;25.54;47.54;
25/07/2014;5.50;0.00;12.66;1.53;1.26;118.89;15.58;24.89;51.85;
26/07/2014;5.78;0.00;12.75;1.12;1.73;121.31;16.00;26.53;45.29;
27/07/2014;5.45;0.00;12.07;1.41;1.15;112.58;15.70;26.00;46.56;
28/07/2014;5.27;0.00;12.56;2.31;1.39;163.73;14.70;22.47;53.40;
29/07/2014;5.28;0.00;12.94;1.91;1.51;148.52;15.87;20.72;47.43;
30/07/2014;4.88;0.00;12.88;1.16;0.85;86.49;15.68;21.27;49.07;
31/07/2014;5.11;0.00;11.43;1.30;1.14;107.48;14.91;24.24;50.40;
01/08/2014;4.00;0.00;11.43;2.89;1.81;202.35;11.30;21.11;62.51;
02/08/2014;3.38;0.96;10.82;2.06;1.80;167.53;10.56;18.02;71.79;
03/08/2014;4.11;0.00;12.19;2.04;1.26;142.65;13.46;19.49;61.98;
04/08/2014;4.64;0.00;12.73;1.18;1.28;108.69;14.80;21.21;54.64;
05/08/2014;5.12;0.00;12.64;1.71;1.43;135.22;15.06;22.90;48.01;
06/08/2014;5.57;0.00;11.97;3.07;1.65;205.11;14.90;23.57;50.53;
07/08/2014;5.20;0.00;12.61;1.31;2.35;159.93;14.84;24.04;56.02;
08/08/2014;4.03;1.46;10.80;2.25;2.36;203.21;11.03;20.91;68.46;
09/08/2014;4.41;0.00;11.69;2.07;0.88;125.8;13.06;22.24;61.15;
10/08/2014;4.40;0.00;11.53;2.30;1.73;170.21;13.69;20.83;64.27;
11/08/2014;5.18;0.00;12.24;1.67;2.50;181.01;14.10;21.80;56.49;
12/08/2014;4.01;0.00;11.89;3.14;2.40;241.23;12.01;19.97;63.56;
13/08/2014;4.79;0.00;12.57;3.08;2.27;232.93;15.03;18.00;50.09;
14/08/2014;4.21;0.00;12.54;1.64;0.89;111.97;14.03;18.03;50.67;
15/08/2014;4.19;0.00;12.14;1.23;0.99;96.42;13.55;19.09;53.29;
16/08/2014;4.07;0.00;12.28;1.03;0.61;71.71;13.92;18.77;46.43;
17/08/2014;4.38;0.00;12.20;1.06;0.71;75.95;13.86;21.63;48.01;
18/08/2014;4.93;0.00;12.01;1.83;1.41;141.26;12.71;24.47;38.61;
19/08/2014;4.25;0.00;12.07;1.46;0.88;103.42;13.26;20.58;53.93;
20/08/2014;4.01;0.00;11.69;0.98;0.87;80.96;12.85;19.96;53.21;
21/08/2014;3.61;0.00;11.90;0.49;0.47;44.76;12.63;19.56;58.22;
22/08/2014;3.62;0.00;11.17;1.22;0.00;50.63;12.55;20.01;60.86;
23/08/2014;3.51;0.00;9.99;1.13;0.53;69.47;11.82;18.71;61.50;
24/08/2014;3.69;0.00;11.88;0.17;0.46;26.27;12.45;22.16;45.50;
25/08/2014;4.82;0.00;11.95;2.08;0.66;116.04;12.86;24.25;42.48;
26/08/2014;4.08;0.00;11.49;3.06;1.16;182.56;11.29;22.81;63.59;
27/08/2014;4.46;0.00;11.94;1.97;0.81;118.89;12.21;24.07;56.59;
28/08/2014;3.69;0.00;10.51;1.96;1.09;129.86;10.64;21.88;63.01;
29/08/2014;3.43;0.00;11.55;0.86;0.00;35.77;11.52;20.77;52.86;
30/08/2014;3.60;0.00;10.89;1.01;0.69;73.18;10.94;21.71;54.78;
31/08/2014;4.20;0.00;11.64;1.26;0.67;78.54;12.04;24.02;42.88;
01/09/2014;4.10;0.00;11.63;0.22;1.24;65.49;11.93;25.13;39.18;
02/09/2014;4.53;0.80;11.44;1.24;0.97;96.25;11.63;26.81;38.60;
03/09/2014;3.55;0.00;11.07;0.16;0.33;21.;11.55;25.25;50.58;
04/09/2014;3.48;0.00;11.18;0.23;0.41;26.18;11.79;22.69;58.43;
05/09/2014;3.52;0.00;11.26;0.97;0.00;40.18;11.56;22.77;56.17;
06/09/2014;3.29;0.00;10.39;1.72;0.51;94.95;9.67;21.85;60.48;
07/09/2014;1.62;8.07;9.28;1.63;0.43;87.7;5.49;17.06;86.76;
08/09/2014;2.64;0.00;10.35;1.07;0.36;60.22;9.01;18.81;73.85;
09/09/2014;3.65;0.00;11.10;1.14;1.14;98.15;10.80;22.33;57.48;
10/09/2014;3.70;0.00;11.00;1.33;1.15;106.7;10.63;22.83;56.38;
11/09/2014;3.38;0.00;10.52;1.46;0.92;100.31;10.39;21.38;62.56;
12/09/2014;3.54;0.00;10.94;1.55;0.98;106.79;10.64;22.00;60.22;
13/09/2014;3.55;0.00;9.95;1.55;1.22;119.58;10.16;21.58;57.75;
14/09/2014;2.57;0.63;9.46;1.93;0.93;122.26;7.67;17.14;74.14;
15/09/2014;2.15;4.49;9.22;1.59;1.06;112.58;7.05;16.89;77.03;
16/09/2014;2.76;3.47;8.76;3.09;1.67;203.73;6.72;17.61;71.96;
17/09/2014;2.54;9.40;7.72;3.44;2.33;245.55;6.46;17.19;75.01;
18/09/2014;2.48;0.00;9.28;3.62;1.63;223.52;7.21;16.45;77.07;
19/09/2014;2.25;0.00;9.18;3.18;1.81;214.62;6.62;16.24;82.36;
20/09/2014;2.46;0.00;9.71;1.69;0.81;106.88;7.08;17.39;66.55;
21/09/2014;3.03;0.00;9.77;1.21;0.00;97.89;8.66;20.04;55.33;
22/09/2014;2.66;0.00;8.41;2.73;0.00;174.44;6.94;17.57;70.92;
23/09/2014;1.96;0.00;8.57;1.50;1.17;114.91;5.93;16.23;74.50;
24/09/2014;2.53;0.00;10.13;1.00;0.00;73.53;8.12;15.89;55.78;
25/09/2014;2.53;0.00;10.45;0.78;0.00;67.74;8.20;15.89;53.92;
26/09/2014;2.68;0.00;10.47;0.94;0.00;91.58;8.31;17.08;56.01;
27/09/2014;2.60;3.01;9.30;1.56;0.00;110.25;7.71;17.93;64.78;
28/09/2014;1.80;4.77;7.69;1.54;0.00;94.69;5.46;16.03;79.95;
29/09/2014;2.42;0.00;9.34;1.17;0.00;111.37;7.31;17.30;65.05;
30/09/2014;2.49;0.00;9.57;0.99;0.00;88.39;7.44;18.38;63.66;
01/10/2014;2.92;0.00;10.20;1.08;0.00;110.25;7.43;19.43;56.60;
02/10/2014;2.71;0.00;10.05;1.15;0.00;97.11;7.15;19.35;60.21;
03/10/2014;2.59;0.00;9.99;0.73;0.00;87.78;6.98;20.00;55.36;
04/10/2014;2.86;0.00;9.71;2.75;0.00;170.21;6.03;17.94;60.06;
05/10/2014;1.85;0.00;8.87;0.94;0.00;78.11;5.96;14.80;68.09;
06/10/2014;1.82;0.00;9.67;2.02;0.00;133.4;5.43;15.24;73.49;
07/10/2014;2.17;0.00;8.69;3.41;0.00;201.14;5.86;15.87;69.77;
08/10/2014;1.15;15.08;6.32;4.28;0.00;308.28;3.55;16.05;90.59;
09/10/2014;2.00;0.00;8.66;2.48;0.00;150.42;5.90;14.33;69.28;
10/10/2014;1.71;0.00;8.70;1.46;0.00;86.14;5.59;13.69;71.23;
11/10/2014;1.60;0.00;9.33;1.36;0.00;96.68;4.93;13.95;68.60;
12/10/2014;1.14;8.06;5.91;2.34;0.00;141.7;3.54;11.63;87.73;
13/10/2014;1.15;2.24;6.79;2.64;0.00;164.33;3.67;10.99;85.79;
14/10/2014;1.30;0.00;6.47;1.32;0.00;109.56;4.10;11.66;79.41;
15/10/2014;0.82;7.93;5.66;2.54;0.00;218.51;3.03;13.45;94.03;
16/10/2014;1.25;2.85;4.55;5.40;0.00;334.02;3.05;15.60;85.86;
17/10/2014;1.81;0.00;6.26;3.65;0.00;247.19;4.14;16.49;74.20;
18/10/2014;2.17;0.00;8.37;2.71;0.00;174.1;4.85;17.88;68.34;
19/10/2014;1.92;0.00;8.46;0.87;0.00;75.69;5.12;19.15;67.94;
20/10/2014;1.97;0.00;8.99;0.79;0.00;80.87;4.70;19.34;65.01;
21/10/2014;2.58;0.00;9.20;2.49;0.00;139.62;4.34;20.10;53.46;
22/10/2014;1.55;0.00;8.89;0.79;0.00;63.94;4.36;15.20;71.20;
23/10/2014;1.41;0.00;8.89;0.69;0.00;45.79;4.11;17.82;62.94;
24/10/2014;1.17;0.00;8.73;0.47;0.00;36.29;3.48;17.37;71.35;
25/10/2014;1.44;0.00;7.56;0.51;0.00;41.47;3.84;18.14;62.48;
26/10/2014;1.74;0.00;8.93;0.78;0.00;65.66;3.70;19.15;53.65;
27/10/2014;1.59;0.00;8.91;0.86;0.00;71.71;3.78;17.41;58.31;
28/10/2014;1.36;0.00;7.94;0.87;0.00;63.07;3.59;15.43;66.19;
29/10/2014;1.55;0.00;8.06;0.87;0.00;71.71;3.48;17.96;57.99;
30/10/2014;1.30;0.00;8.71;0.77;0.00;53.57;3.35;16.55;63.19;
31/10/2014;1.40;0.00;8.35;1.06;0.00;74.3;3.36;15.85;63.24;
01/11/2014;1.14;0.00;7.67;1.24;0.00;71.71;3.38;15.07;73.25;
02/11/2014;1.00;0.00;8.19;1.49;0.00;81.22;2.95;10.48;81.27;
03/11/2014;0.82;10.14;0.24;3.62;0.00;230.95;2.37;9.07;91.33;
04/11/2014;0.88;0.00;7.65;1.53;0.00;123.72;2.97;6.38;77.34;
05/11/2014;1.26;0.00;7.91;3.61;0.00;241.92;2.70;7.85;70.15;
06/11/2014;0.85;0.00;4.34;1.54;0.00;131.33;2.48;8.49;78.95;
07/11/2014;1.51;0.00;7.68;3.70;0.00;261.36;2.52;9.26;66.90;
08/11/2014;0.57;0.00;2.29;2.78;0.00;161.65;2.37;6.59;91.76;
09/11/2014;1.08;0.00;8.64;3.35;0.00;204.94;2.49;6.82;75.30;
10/11/2014;0.39;4.47;3.36;1.97;0.00;148.52;2.32;3.06;97.07;
11/11/2014;0.97;0.00;5.81;1.94;0.00;179.71;2.37;8.44;84.06;
12/11/2014;1.03;0.00;6.90;1.94;0.00;155.95;2.27;9.42;76.90;
13/11/2014;0.79;10.52;1.09;3.83;0.00;320.46;2.22;12.01;93.01;
14/11/2014;0.88;0.00;6.23;2.99;0.00;192.84;2.21;7.16;85.79;
15/11/2014;0.83;3.30;5.86;3.83;0.00;249.7;2.19;6.46;84.60;
16/11/2014;1.10;0.00;4.95;4.30;0.00;345.43;2.13;8.65;76.11;
17/11/2014;0.93;0.00;7.87;3.91;0.00;262.57;1.92;6.99;74.90;
18/11/2014;0.48;0.00;5.73;1.38;0.00;101.95;2.13;4.63;91.36;
19/11/2014;0.45;5.04;0.00;2.15;0.00;172.71;2.13;7.45;96.20;
20/11/2014;0.89;0.00;6.62;2.04;0.00;149.64;2.02;12.06;82.22;
21/11/2014;0.68;0.00;5.71;0.93;0.00;68.43;1.84;10.80;80.90;
22/11/2014;0.75;0.00;7.42;1.20;0.00;80.18;1.75;12.42;80.11;
23/11/2014;0.55;9.88;0.00;1.37;1.41;120.1;2.10;10.16;95.31;
24/11/2014;0.64;0.29;2.87;0.81;1.31;90.89;2.03;11.04;88.44;
25/11/2014;0.63;0.29;4.87;0.85;0.88;77.24;1.89;10.14;85.42;
26/11/2014;0.60;0.00;5.23;0.97;0.59;67.48;1.79;7.63;81.82;
27/11/2014;0.52;0.00;2.46;2.38;2.03;184.38;1.98;6.13;91.69;
28/11/2014;0.75;1.12;3.12;2.96;2.84;252.89;1.95;6.88;87.07;
29/11/2014;0.90;0.00;4.84;2.41;1.83;182.13;1.77;10.35;77.24;
30/11/2014;1.46;0.00;7.17;4.66;1.83;285.29;1.46;12.85;67.19;
01/12/2014;1.42;0.00;6.18;4.10;3.05;303.18;0.93;9.71;65.78;
02/12/2014;0.98;0.00;6.54;2.98;1.65;201.31;1.27;8.15;73.03;
03/12/2014;0.85;0.00;6.41;2.36;1.49;161.74;1.37;6.71;73.85;
04/12/2014;0.79;0.00;4.37;1.95;1.02;128.39;1.42;5.29;74.12;
05/12/2014;0.91;0.00;5.88;2.58;1.54;176.43;0.99;4.78;73.01;
06/12/2014;0.77;0.00;6.27;2.66;1.99;196.99;1.20;4.08;75.07;
07/12/2014;0.79;0.00;7.56;2.18;1.99;164.76;0.66;6.16;73.44;
08/12/2014;0.71;0.00;7.36;3.38;1.46;207.79;0.81;6.14;77.79;
09/12/2014;0.86;0.00;0.00;3.38;1.46;198.12;0.69;6.14;77.79;
10/12/2014;0.52;0.00;7.42;1.02;1.18;93.74;0.52;5.61;77.65;
11/12/2014;0.54;0.00;6.75;1.62;1.27;123.81;0.78;4.90;87.12;
12/12/2014;0.36;0.00;2.00;1.37;1.16;107.74;1.85;2.54;96.95;
13/12/2014;0.48;17.29;0.00;2.79;3.01;249.26;2.02;6.10;96.43;
14/12/2014;0.64;0.00;2.37;1.87;2.46;190.17;1.84;6.92;87.13;
15/12/2014;0.54;0.00;6.61;2.48;1.53;173.23;0.90;5.05;82.10;
16/12/2014;1.07;0.00;6.55;3.04;2.00;218.68;0.73;9.91;68.17;
17/12/2014;0.80;0.00;6.45;3.52;1.92;237.34;1.02;8.29;81.45;
18/12/2014;0.36;0.00;5.09;1.09;1.02;92.53;1.32;2.18;93.37;
19/12/2014;0.26;0.00;4.67;0.76;0.49;52.96;1.66;-0.83;98.15;
20/12/2014;0.29;0.00;3.27;0.55;0.70;53.31;1.77;1.26;98.40;
21/12/2014;0.26;0.00;7.18;0.55;0.38;40.44;0.63;5.15;89.46;
22/12/2014;0.33;0.00;7.29;0.47;0.63;47.69;0.37;4.37;74.79;
23/12/2014;0.28;0.00;7.34;0.96;0.60;67.39;0.69;1.89;87.00;
24/12/2014;0.34;0.00;4.81;0.61;0.46;45.19;1.63;2.99;91.88;
25/12/2014;0.84;0.00;6.02;2.20;1.21;144.2;1.09;6.51;75.93;
26/12/2014;0.40;0.00;7.27;1.20;0.70;81.91;0.55;4.49;82.44;
27/12/2014;0.74;0.00;6.15;4.49;1.73;263.43;1.12;5.30;82.35;
28/12/2014;0.96;0.00;7.43;3.50;2.84;276.31;0.57;4.55;71.68;
29/12/2014;0.76;0.00;7.47;1.41;1.02;103.25;-0.27;1.65;48.88;
30/12/2014;0.77;0.00;0.00;1.41;1.02;88.91;-0.42;1.65;48.88;
31/12/2014;0.70;0.00;7.59;0.74;1.14;80.52;0.04;5.02;58.46;
01/01/2015;0.77;0.00;7.56;0.70;1.02;75.;-0.02;6.04;57.28;
02/01/2015;0.59;0.00;7.23;0.44;0.92;57.89;0.72;5.37;61.37;
03/01/2015;0.57;0.00;7.49;0.89;0.75;70.16;0.44;5.61;66.43;
04/01/2015;0.61;0.00;7.47;0.85;0.90;75.;0.54;6.40;67.69;
05/01/2015;0.59;0.00;7.60;0.85;0.89;77.5;0.65;6.20;73.39;
06/01/2015;0.25;0.00;5.13;1.04;0.78;77.24;1.65;-1.34;97.83;
07/01/2015;0.23;0.00;6.79;0.68;0.48;49.08;1.49;-1.12;98.01;
08/01/2015;0.26;0.00;5.85;0.67;0.52;50.46;1.74;-1.37;98.20;
09/01/2015;0.31;0.00;7.43;0.96;0.61;66.61;1.15;1.76;92.47;
10/01/2015;0.26;0.00;6.02;0.79;0.45;54.26;1.71;-0.58;98.15;
11/01/2015;0.42;0.00;6.13;1.49;0.69;92.53;1.43;3.00;92.26;
12/01/2015;0.35;0.00;0.56;0.86;1.22;89.68;2.01;1.18;96.36;
13/01/2015;0.32;0.00;0.66;1.53;0.95;105.84;2.06;1.24;98.59;
14/01/2015;0.39;0.00;5.79;1.28;1.24;105.58;1.80;2.36;94.97;
15/01/2015;0.61;0.63;0.00;4.22;3.04;313.98;2.18;5.20;92.16;
16/01/2015;0.75;0.00;7.53;4.04;2.00;255.14;1.43;2.20;78.33;
17/01/2015;0.57;0.00;0.00;4.04;2.00;119.92;1.69;2.20;78.33;
18/01/2015;0.41;0.96;3.95;1.11;2.83;171.76;2.08;0.73;96.10;
19/01/2015;0.81;0.00;7.49;2.39;2.30;198.55;1.60;1.75;73.47;
20/01/2015;0.57;0.00;4.84;2.44;1.48;168.48;1.93;1.75;87.42;
21/01/2015;0.68;0.00;6.47;3.83;2.17;254.88;1.86;2.02;86.01;
22/01/2015;0.91;0.00;6.28;3.37;1.48;208.57;1.80;3.56;73.22;
23/01/2015;0.84;0.00;8.09;2.18;1.05;139.8;1.61;3.70;66.95;
24/01/2015;0.99;0.00;7.77;2.04;1.20;138.41;1.83;5.99;71.91;
25/01/2015;0.78;0.00;8.30;1.33;1.03;104.54;1.86;4.42;74.21;
26/01/2015;0.77;0.00;7.36;0.68;0.68;56.94;1.69;5.56;64.89;
27/01/2015;1.12;0.00;8.02;1.65;0.97;111.8;1.72;5.97;67.48;
28/01/2015;0.89;0.00;7.51;2.71;2.02;198.63;2.31;5.06;81.65;
29/01/2015;1.17;0.00;6.47;4.49;4.47;380.59;2.35;8.02;78.56;
30/01/2015;1.02;6.31;3.50;5.39;6.34;505.96;2.34;8.75;88.16;
31/01/2015;0.88;0.11;8.09;5.71;4.79;449.8;2.58;1.92;84.10;
01/02/2015;0.96;0.00;8.11;5.14;2.45;330.22;2.60;2.14;78.13;
02/02/2015;0.66;1.29;5.68;3.13;2.47;240.88;2.55;2.97;88.12;
03/02/2015;0.95;0.00;6.58;4.82;3.88;375.84;2.71;2.82;83.97;
04/02/2015;0.82;0.00;8.65;5.55;3.56;393.03;2.94;-0.95;82.26;
05/02/2015;0.99;0.00;8.79;4.37;2.64;305.16;2.93;0.77;73.10;
06/02/2015;0.90;0.00;7.88;3.28;2.16;235.18;2.96;0.14;70.21;
07/02/2015;0.86;0.00;7.60;2.33;0.97;141.26;2.96;1.62;70.73;
08/02/2015;1.16;0.00;8.70;2.22;0.87;134.61;3.15;2.91;64.74;
09/02/2015;1.45;0.00;8.87;3.04;0.93;170.21;3.12;4.72;52.84;
10/02/2015;0.93;0.00;8.03;1.22;0.97;94.78;3.34;3.42;66.42;
11/02/2015;0.74;0.00;7.77;0.91;0.64;66.96;3.05;3.16;76.58;
12/02/2015;0.53;0.00;3.45;0.90;0.73;70.24;2.70;2.46;91.23;
13/02/2015;0.80;0.00;6.86;1.87;2.05;162.09;3.04;3.58;87.96;
14/02/2015;1.05;0.00;0.00;1.87;2.05;261.1;3.07;3.58;87.96;
15/02/2015;1.43;0.00;8.74;5.78;2.06;336.1;4.52;8.63;76.49;
16/02/2015;1.38;0.00;8.46;4.41;2.14;280.54;3.97;7.08;74.00;
17/02/2015;1.70;0.00;9.27;4.60;2.61;306.98;4.32;5.10;56.10;
18/02/2015;1.22;0.00;9.26;2.01;0.81;119.32;4.44;3.94;58.39;
19/02/2015;1.29;0.00;8.67;1.11;1.05;91.41;4.37;6.47;59.18;
20/02/2015;0.59;2.39;4.18;1.66;0.61;94.95;2.83;3.90;90.77;
21/02/2015;1.83;0.00;9.10;6.61;3.13;410.31;5.07;6.52;62.19;
22/02/2015;1.53;0.00;9.14;4.08;3.18;310.44;4.86;7.63;75.01;
23/02/2015;1.75;0.00;8.71;5.53;3.48;382.23;4.47;7.48;74.82;
24/02/2015;1.75;0.00;9.29;6.87;4.89;508.9;5.14;5.00;70.15;
25/02/2015;1.88;0.00;9.42;6.30;3.65;428.03;5.54;8.27;71.46;
26/02/2015;1.67;0.00;8.88;4.91;3.45;355.45;4.53;9.04;75.58;
27/02/2015;2.46;0.00;9.42;2.43;2.76;223.95;5.28;8.76;47.63;
28/02/2015;1.70;0.00;8.63;4.61;2.43;303.52;5.26;10.37;78.15;
01/03/2015;1.39;0.00;6.10;2.94;3.14;262.4;3.96;11.14;77.55;
02/03/2015;1.42;0.00;8.20;3.41;1.29;199.93;4.03;12.09;78.18;
03/03/2015;2.04;0.00;8.88;3.04;1.15;177.64;5.65;12.78;71.36;
04/03/2015;2.16;0.00;10.00;4.10;1.72;247.8;6.57;7.41;50.79;
05/03/2015;1.68;0.00;10.03;1.08;1.07;90.29;6.67;6.33;52.65;
06/03/2015;3.00;0.00;10.12;1.75;1.95;158.46;6.37;14.37;32.66;
07/03/2015;2.56;0.00;10.17;0.85;1.20;87.44;6.29;15.02;33.86;
08/03/2015;3.16;0.00;10.21;1.74;1.40;135.04;6.44;16.44;33.08;
09/03/2015;2.66;0.00;10.23;0.86;1.25;91.24;6.54;14.64;37.26;
10/03/2015;2.63;0.00;9.96;1.26;1.07;100.31;6.75;15.42;37.47;
11/03/2015;2.55;0.00;10.29;0.87;1.08;83.03;6.64;15.64;38.67;
12/03/2015;2.94;0.00;10.01;2.02;2.23;186.45;6.85;13.64;47.45;
13/03/2015;3.07;0.00;10.52;3.54;2.44;255.4;7.73;10.10;39.67;
14/03/2015;2.26;0.00;10.66;4.39;1.33;245.2;8.15;6.56;51.68;
15/03/2015;1.59;0.00;8.21;2.96;1.24;178.59;5.43;4.52;61.60;
16/03/2015;1.61;0.00;9.37;1.62;0.73;98.5;6.66;5.37;59.64;
17/03/2015;1.85;0.00;8.80;2.65;1.39;171.68;5.78;8.42;55.60;
18/03/2015;2.11;0.00;8.33;3.75;2.29;259.29;5.38;8.48;59.37;
19/03/2015;1.59;0.00;0.00;3.75;2.29;314.76;4.59;8.48;59.37;
20/03/2015;2.82;0.00;10.37;3.99;1.64;238.29;7.88;11.51;57.19;
21/03/2015;1.60;0.00;6.45;3.45;1.87;227.32;4.68;8.73;69.30;
22/03/2015;2.64;0.00;10.33;4.34;1.36;243.3;8.55;9.30;49.37;
23/03/2015;1.97;0.00;8.44;3.58;2.59;264.04;6.84;5.88;61.78;
24/03/2015;2.58;0.00;9.50;6.08;3.43;411.87;8.15;8.24;58.23;
25/03/2015;2.40;0.00;10.84;4.35;1.95;269.22;8.86;6.50;50.61;
26/03/2015;2.37;0.00;10.40;6.09;3.02;389.23;7.45;10.96;70.97;
27/03/2015;3.57;0.00;10.75;5.04;3.39;363.48;10.47;15.24;62.81;
28/03/2015;4.21;0.00;10.28;3.81;2.03;247.8;9.17;16.15;44.11;
29/03/2015;3.90;0.00;9.80;4.68;2.98;332.29;8.71;15.54;47.17;
30/03/2015;5.31;0.00;11.15;4.18;3.57;330.91;9.95;19.35;31.75;
31/03/2015;4.79;0.00;11.12;3.11;2.50;247.1;9.82;18.68;31.14;
01/04/2015;3.39;0.00;11.34;1.53;1.12;115.26;10.70;15.04;41.47;
02/04/2015;3.65;0.00;11.32;1.41;1.20;111.2;10.35;16.96;31.37;
03/04/2015;4.59;0.00;0.00;1.41;1.20;184.64;9.73;16.96;31.37;
04/04/2015;3.06;0.00;11.43;2.11;0.88;129.08;11.61;12.08;52.15;
05/04/2015;3.47;0.00;11.50;1.69;1.26;127.35;11.27;14.27;44.85;
06/04/2015;3.83;0.00;11.59;2.36;1.69;173.23;11.53;15.36;38.29;
07/04/2015;4.48;0.00;11.49;3.96;2.15;263.78;11.45;15.93;40.47;
08/04/2015;3.29;0.00;10.76;2.55;1.71;181.18;11.39;12.37;48.83;
09/04/2015;1.84;5.48;6.84;1.85;1.50;141.7;5.74;10.09;72.58;
10/04/2015;1.59;4.20;8.77;2.19;1.21;149.21;6.16;9.70;84.23;
11/04/2015;2.96;0.00;11.53;1.43;1.55;127.87;11.33;12.97;67.04;
12/04/2015;3.65;0.00;11.49;3.08;1.49;193.54;11.99;15.81;57.76;
13/04/2015;4.58;0.00;11.32;4.35;2.07;271.99;11.58;17.88;44.07;
14/04/2015;4.23;0.00;10.73;4.05;1.61;242.27;9.91;18.05;39.41;
15/04/2015;1.21;2.39;4.45;1.96;1.50;150.85;3.88;9.91;89.42;
16/04/2015;1.92;0.00;10.24;2.92;1.49;191.89;7.73;11.95;79.07;
17/04/2015;2.84;0.00;11.05;3.32;1.04;186.54;10.35;12.75;64.88;
18/04/2015;2.46;3.31;10.48;3.14;1.19;185.33;10.11;9.28;69.32;
19/04/2015;3.01;0.00;11.88;3.07;1.91;216.17;10.60;11.75;61.36;
20/04/2015;3.60;0.00;11.97;1.17;1.40;111.11;13.08;14.51;51.31;
